#Date		Add	Del	Commit
2019-06-01	99361	53440	3896
2018-06-01	122409	65707	4622
2017-06-01	107546	91035	4286
2016-06-01	127191	66739	3942
2015-06-01	111887	70237	4340
2014-06-01	117090	69021	4502
2013-06-01	138524	75552	4317
2012-06-01	115369	71073	4211
2011-06-01	114015	58711	3527
2010-06-01	115671	52333	3080
2009-06-01	101054	48404	2729
2008-06-01	162378	108583	4518
