#Date		All	Fix	All-minus-Fix
2012-12-26	2981	1022	1959	d11c09483768c5b66ea5f43a46fe3c2752b00038
2013-01-08	2991	1027	1964	cb8fa46b0225488524fd3c87ec5168bbcf4a7c57
2013-01-12	3003	1033	1970	9f9063a6dd37b6a22cea4b27c8703e9c70cdcaab
2013-01-28	3029	1047	1982	a33d0510b83d28a7a7f41457c7f72ab1442b777d
2013-02-08	3029	1047	1982	2a4d0c8ed8817b8f9e72f753cf9db0055775a56a
2013-02-13	3029	1047	1982	bd4bd1bafa84a076053c8f7f4575834d497f99bb
2013-02-20	3029	1047	1982	2830c739449272d604b404bca1766d7ad15a3fab
2013-02-25	3041	1051	1990	5a8334ed19545804c394bff0a9ff7d5c635369ef
2013-03-04	3062	1060	2002	503a3c1668f3939ed35e820fd57d414b70d23e3e
2013-03-11	3086	1073	2013	b1269d3844c374886e86137991030918aad11203
2013-03-19	3086	1073	2013	154812f9c3f35b264d6e2810389f2644fba7464e
2013-03-26	3108	1083	2025	95a9c1729b5274e4086d7bcb7205787830c4a750
2013-03-31	3132	1094	2038	ce9b4809113fc781de561a84d336bd60a21dc4f9
2013-04-02	3136	1095	2041	ee4629ac49d38501791bc716a59789ea54fe4bfb
2013-04-05	3145	1101	2044	cd07eba0a9d38b2d7046bcfc1b5a98a1c1af563a
2013-04-10	3155	1107	2048	9c78efeae57a5803d0d292a43ddb359941a34562
2013-04-17	3170	1114	2056	bd84c182f6eb2605615d6738343704f98ef85894
2013-04-20	3185	1121	2064	ffc1a1102fa60fb55d2b04f7f86fe6ba0689fc42
2013-05-01	3185	1121	2064	7ed9b697eefb0c2f0de6a00b942ddbf00583d16d
2013-05-04	3195	1125	2070	8c5d2c32e2f0e40cf4439d25b52ea1a7fb2e998e
2013-05-06	3203	1127	2076	425374a0e863e85c4ac796b174fab9b945fe5bf8
2013-05-08	3207	1129	2078	ac0f71df4110bcc81576ae8cb89dd85aaf3b0338
2013-05-13	3224	1140	2084	79635ef9959253241a3efa027eed1b734f86065d
2013-05-24	3224	1140	2084	df4e44cc588261d17559b7274d631b620794c1d5
2013-06-05	3246	1154	2092	7fd5fa403a12bf6a0f0951a988b862907cfb5eae
2013-06-06	3246	1154	2092	ee02d0cf4216f7bf176628036abd8efd78af5f8c
2013-06-12	3262	1160	2102	8a2e15ebd5ea40fb4203a3fae77b94b0c16a3646
2013-06-15	3272	1166	2106	6bc9c3dab4a57fa6d24fabb6e9b22be27a401be5
2013-06-26	3272	1166	2106	ecb049250f79e61e44816f9e309ca310a4002099
2013-07-07	3272	1166	2106	8edd2062461603c4a525733843a0e43f6e9f4338
2013-07-09	3272	1166	2106	c89a7df3d041bd5efb2f5f8540cd1f109588b8b8
2013-07-13	3283	1168	2115	e38af6864978f475eccd6f89f1ee56b145d912a5
2013-07-18	3293	1171	2122	d8f0454de62995d9ea3bf076125f8e27f2540843
2013-07-31	3310	1180	2130	124007c0fe17e8a900048a7cdb1a0aae739ad3e6
2013-08-03	3329	1189	2140	ac147d586626e4a487405ff21281f510a4d4e2aa
2013-08-15	3360	1200	2160	fe732e13aeb68858cbd51e9777a57f3e61c7d78d
2013-08-23	3375	1203	2172	756b4ac4a99f3f4e14dfad505ee9fc0ae7f5aec6
2013-08-30	3389	1211	2178	737d53621c9cad028f7cee2eba80a485326e5c2b
2013-09-05	3389	1211	2178	3b8aeef8ce1355a7b28696607c979445ab4f1ff3
2013-09-06	3394	1214	2180	a02fbc0b264389411022ac9b75ca6e6104c30a83
2013-09-11	3394	1214	2180	0663ae389ff02eb0177410a91f7eda018af510bd
2013-09-19	3394	1214	2180	ec5168328c5609aaa8901012c76e3f9433ba171b
2013-10-01	3419	1221	2198	f5c7abdb59888779cbd9093aa37566841798e18d
2013-10-22	3457	1236	2221	14fd00d3a3c4f264ea38000fcfadf3d661c11ffa
2013-11-04	3467	1239	2228	e58cb182998b9fdfebd6701927b38af77d9785a9
2013-11-11	3467	1239	2228	6d0494a1f0111f31bcbebcee0181aa095595c366
2013-11-19	3487	1246	2241	b62ca2582b6d0904947c0a777a5b40b3f8480539
2013-11-21	3494	1249	2245	cc4df3294dd86c8bdce3d075444c4c6357f43114
2013-12-01	3504	1254	2250	1ea94bd0992a77dc9a6315a61190509dea2fa1db
2013-12-14	3522	1258	2264	14c237335194990558f97d609b2e8cada95f2a5a
2013-12-17	3528	1258	2270	5a0a4334ac4baa6ba13474efdfc1f9029cd9609d
2013-12-29	3546	1265	2281	7433e47ae40be1d2c36176696dd0df094271719b
2014-01-06	3561	1272	2289	387ac9860c1ce540142e0a6835d2313c7b8d3b17
2014-01-10	3570	1277	2293	451784ba0a0539708d04bd683da58b8ee5e0b176
2014-01-17	3580	1281	2299	658019719486aa6316d6395169a7f9683c139466
2014-01-25	3580	1281	2299	bd487a570551419fe702484098d8ee8896ed22fb
2014-01-29	3589	1285	2304	d386e27d9c96026cfb9c50de5bebf913b55739e1
2014-02-11	3589	1285	2304	050ff523815953af50f75cef7fbc6eb932b57c09
2014-02-18	3605	1294	2311	c417ffb4417665417cd4324a0af5ac46ebed36fd
2014-03-03	3625	1303	2322	7ffd6a82ace0babc22bf679ea795d103eee60376
2014-03-13	3647	1306	2341	28a661c9fcd84ed504ac62a592d4c4491ec63c94
2014-03-24	3657	1308	2349	3b32ffe15c5db41d138b4e2a7ffaec8d6ac969ca
2014-03-28	3667	1313	2354	5fa69cd522d9edccccc84ca3c6b0686b40576de3
2014-04-02	3667	1313	2354	aea227e2fe9ba199259beb913c7fd5f0550076ac
2014-04-08	3667	1313	2354	6dcb8fb8b6411bf1fb87ebcbe2a1e41e31f4b032
2014-04-12	3676	1315	2361	b1e19fe542f90fa3752f58c78970790c0a505f3d
2014-04-15	3684	1318	2366	eb1396b3968671a55e34dece4a396528c49ed5c7
2014-04-18	3693	1321	2372	76c70e554334783cbcb06555884e1eb9f21a28ec
2014-05-05	3713	1332	2381	6451ce5c83c643e1c89969da672ff2fb16c1ab97
2014-05-22	3742	1339	2403	c600bc3c7ade480a714df4c0813799d4c96060cc
2014-06-02	3750	1342	2408	de2cbde901f02a6a5ef6f199b2b0954869d25fd7
2014-06-12	3750	1342	2408	66f573c2aa4d0a1675efaca9d3d05c5d783b9b37
2014-06-15	3753	1343	2410	7f074e9ebf36c55ebd9a88bb6f645df940b18d9f
2014-06-25	3764	1350	2414	e5156dbc73191cc6f673dc1474208ba237b83893
2014-07-15	3782	1357	2425	78a3ad5c0d747620717eac5aea3a4e83c1666701
2014-07-21	3790	1359	2431	9c1f0bae82d1c971f6f6a6701298a53f9c8e179e
2014-07-29	3800	1360	2440	75b49ed200558a48e3ea27da2da7672dccc63bf6
2014-08-05	3800	1360	2440	0a27207828581ad2c18db9372d8347fc9f6f6916
2014-08-06	3804	1361	2443	27b67806e45781521d4019c5e080099632f08a47
2014-08-11	3813	1364	2449	62e31028239a078ce21cf720827428f6dead7879
2014-08-14	3826	1369	2457	9a76dfc59b9b215a1680ec1292474bd221de505f
2014-09-07	3838	1376	2462	25a1ddacac8cb0aedd1a3d89c7b4f26d29af096c
2014-09-22	3853	1382	2471	26f8fdc8d838cc6194726318f72696f7912d02ba
2014-09-24	3855	1382	2473	7eaa9d05e0567a5075d74e5e26da4d43b8ea7027
2014-10-01	3867	1386	2481	2cfd050ef9a04dd731c555f0260afd552b1a7fd2
2014-10-08	3867	1386	2481	855619daa9465a4e7d5115af6179c28bed44d95b
2014-10-11	3875	1388	2487	38f76e792a91f016a20e1b499bbe8e016200211a
2014-10-18	3887	1392	2495	a9515c6327d09163551ffeb30ff68cc5c519e6f9
2014-10-19	3890	1393	2497	9ac8f972519d9ba44affdb78b6c9b6d3d8d83d69
2014-10-31	3911	1402	2509	99dd1be84b2066179c4d8a5f6c138d0a25940e93
2014-11-13	3929	1410	2519	3fa02d621705a40e1d8207d5236d5cc0aaad04f9
2014-11-21	3942	1416	2526	0c05180ee53be913ec6810c651cc41df2e81a897
2014-11-26	3952	1420	2532	02b3f7c2c450c0f4194bf48fd42c831fb2444f33
2014-12-02	3957	1421	2536	9909c05b36c1ad13e13e2196e55604d3d84d98c2
2014-12-11	3957	1421	2536	3c2d6924879c03ab6f1110a3597e3f9984413dd2
2014-12-12	3961	1421	2540	bada1d0dda955729ffc4e58d6d7135a68b16bf8c
2014-12-18	3967	1424	2543	4a1221c3aea6e652a030c4f02bcfcf78e144b23c
2014-12-29	3976	1430	2546	3039d4868baa7abd9537a1e00ffc0191198a3c2f
2015-01-06	3983	1432	2551	2b947dda3d2a99ef435b6e807f98e951088ea036
2015-01-14	3993	1438	2555	041ffec462525f983cd131d2eb35179a891995c9
2015-01-19	4002	1442	2560	8f30e3c79bfd9a08e71799a004475790b27e5a73
2015-01-27	4015	1448	2567	38b24010b21dbb398bda8346882dbd348625cb39
2015-02-05	4038	1456	2582	2b3dccec8584c6f31e9e83533d26c5d09288c51c
2015-02-09	4038	1456	2582	b7539abfa54a450ca7ef7f7451b91cd5cf5bec52
2015-02-17	4050	1458	2592	761d9942e0086e119e04d655d16d304fb32cd253
2015-03-03	4076	1468	2608	644c86607e4643f37d5104d2db07853e849d9724
2015-03-09	4089	1471	2618	13acbc8c3641f12d8bde3ee801697bb2d95cf866
2015-03-19	4108	1479	2629	460373b8b5ab7329e965687e1e16385133c85fe4
2015-03-23	4115	1480	2635	66e9d3139f6b86f71d416d2aded14e522512d857
2015-04-01	4131	1486	2645	2b67e33bbdd3fe2a38fe2e88b27f59cb5654d524
2015-04-06	4137	1486	2651	34aeb0e51799c6720ce1e8ba0c333ac7556f051d
2015-04-15	4137	1486	2651	324e438827eba3aa9579f2276e14a6ce5764c12a
2015-04-17	4143	1489	2654	dabb863951c3068462ee8f024f965ffa24e01b0c
2015-04-21	4148	1491	2657	77c48f19a4e608d4937d4ea2c7892bba6c270f45
2015-04-27	4159	1495	2664	890dcd95eec2d770b4882bf6e4587d99f8687e1d
2015-05-01	4166	1497	2669	162fee4cbaf94440bde828acafb2a20fe41caf97
2015-05-12	4186	1504	2682	77094becbc0b498a4d058a3895c4caa979971c3c
2015-05-22	4186	1504	2682	9e439e9bb79e278c84b2b024b87463d50a27d8e0
2015-05-27	4199	1508	2691	d78bc587147294fc009fd1d1b3826b24fe615ed0
2015-06-01	4207	1513	2694	d6206b5568fcb61dc09e5a8b34066b1a477ec0e4
2015-06-08	4215	1516	2699	6cdf6fe4c1eb634af51d044e459c5ff5a7db39f3
2015-06-12	4224	1521	2703	5a08ef66e94b68b1906c214f139088e71e3370fa
2015-06-24	4224	1521	2703	2047ca23999842abda13edc8f76813118e4dcacb
2015-06-30	4237	1524	2713	2e9a0761dc077d32040fbb1c58e8d92a028c5f01
2015-07-13	4250	1530	2720	b7f5d6aa2d5c095913b69284301926a379083d62
2015-07-22	4268	1538	2730	2476017b8391dabaa83e63353ae68fad9e9f61b2
2015-07-31	4285	1545	2740	42830850c108c1b082eb09bd1784e0d94fe3d8c0
2015-08-12	4299	1552	2747	16666a7521343bc23d0c823764c47bd88bd4f3fa
2015-08-19	4306	1557	2749	41202e7b8da19b872e6a470ad800b43b0e6e6a8e
2015-08-27	4318	1561	2757	b1e8c261b4e7db3e44dcbc812e8da0470b016f48
2015-09-02	4318	1561	2757	16935f432fe91a2f4959cf4aa97d893f89d8f22f
2015-09-10	4332	1570	2762	3374f0cb7951c9e374e5ab072af37dc7abbed237
2015-09-25	4354	1584	2770	5ba4c8e7e2bbf7284f156f622a6ee87b7274eef2
2015-10-01	4361	1586	2775	a61ced24f0978cf4e4bf6d8d04ed114b59f8c044
2015-10-18	4383	1593	2790	321b958d83e63204381a96f98216a7bd8d74b662
2015-10-27	4409	1609	2800	f0700fc5f49e022ba10d670eaebfe54ca89c2172
2015-10-29	4435	1625	2810	7042a042c51d5956b1e3187e0e84507c63ad729c
2015-11-03	4435	1625	2810	25f31eb99ad67361005b444bee8fb776207a6408
2015-11-10	4448	1631	2817	bf1b4405951ab4fd48b43b7b3345a085c7a8068b
2015-11-17	4467	1642	2825	c87e4d35414fb890998f627ab3df69935d4602c1
2015-12-03	4467	1642	2825	5ebec9485a0d48bb1f35f8a1dcb04f10e6f71831
2015-12-17	4496	1653	2843	777926727195e45515eb8f2a557acdbdc717301e
2015-12-31	4496	1653	2843	cbf542d8abc5ddd71f630a2c3dbc401f0c259a5f
2016-01-06	4503	1656	2847	0b987b58d2e3f8afbfd1b7961915021424c3425e
2016-01-12	4503	1656	2847	70222cdfd61424dbcb5131d26706d068adb42f66
2016-01-15	4511	1658	2853	14a15da062f57648833a7507a67bb7c45577c4dd
2016-01-18	4517	1661	2856	6c9649c078492dcdcad8d3bce9637b133b0ace95
2016-02-01	4527	1663	2864	79aa774a6e0e7ae558b11eef92e7e6cd13df4186
2016-02-11	4533	1668	2865	fcd4b8496d6200640f6c46ce517dc672c79a21c2
2016-02-21	4553	1676	2877	4f31fff57fe9c182c04279941ae427a63ed55c18
2016-03-07	4553	1676	2877	cc64965fd85971dc0752a274b868da0468e0efef
2016-03-19	4553	1676	2877	42f271455827afffb50a4c348e9c68fd094f70cf
2016-03-23	4560	1677	2883	b7f4fb5027b28e10700753f02b421cee596e4cb5
2016-04-01	4570	1679	2891	79a633d6b10b0c8aed664fa0a6017497f64f8962
2016-04-09	4570	1679	2891	d5912fbbc09e0e2ec1343eca1b3ae4bfe781477a
2016-04-21	4583	1686	2897	3906a814c0dc9098a9a6b40391600a6030ef1e20
2016-04-26	4587	1688	2899	d66e9672743980da5f1e73d7864ad2b9bf3a7ab7
2016-05-02	4597	1694	2903	1ab3483581b32e9dae37f28cb34b24e733d62eb7
2016-05-03	4607	1698	2909	f6589993abb6ca1ec99bf68048cb91e5338b0c7a
2016-05-09	4621	1706	2915	33fa2141ec592102229b561214d5e6a3321e4238
2016-05-14	4626	1708	2918	d175b8ec690b603ecdec2ffd3fddb50285a322ec
2016-05-17	4646	1709	2937	33857397f32c718e122af786eb7d0a94f517709b
2016-05-20	4658	1712	2946	ade7f766bef3c2de0b88a9e880bd08584e59d5fd
2016-05-31	4671	1717	2954	6e0cdeac3e9c40eff71bd85abac9b84c3261d3bc
2016-06-10	4684	1721	2963	2a3bb9cd4f5eab31f053a739aa52a1caecc8cfbe
2016-07-05	4694	1724	2970	1823029816ed69a497d9ed51279b4955502620b6
2016-07-23	4703	1727	2976	09f05f1eb2dc360b60a5dd15627cdd61264ceb5c
2016-07-27	4703	1727	2976	03f592262607ee703cd6c940fccbb9e285c3dcba
2016-08-03	4710	1730	2980	9c0a8a09ef23f00380cb4f1fa5e322ea7e530b17
2016-08-17	4727	1736	2991	a794e55223e2d7f568a37c183de828d8a35a50b7
2016-08-29	4740	1740	3000	5c434f4c40c4fd937be47b54631be03afc7a79e5
2016-09-11	4758	1750	3008	552c3d3d3a659ce9e33a4288eaee0519657d694e
2016-09-22	4771	1756	3015	aea53dbeeb3db1ebfa997d73fc9d08ea5d834713
2016-10-02	4777	1760	3017	d401c24fc1d8b3276e16496e9833e4e760fa8e52
2016-10-05	4777	1760	3017	6f128a251dae653343fb13999036219c5c525f80
2016-10-06	4777	1760	3017	82a5a57a5e5b4e893957433afd4527393b4650b4
2016-10-11	4777	1760	3017	a133d33aa682cc017f203e8eeadd30d9a13d0d45
2016-10-13	4787	1765	3022	15cff7d203ecf396d0d60ef480d4991841bda06d
2016-11-14	4787	1765	3022	68c5f4004d2f500b6618ac74194ec90c723968c8
2016-11-21	4801	1771	3030	9bc85de92c78f491ad67d4386c1f24e6a35fbaf4
2016-11-26	4808	1775	3033	e4afea8dd65aad2333e2f267561e1476441bcaff
2016-12-02	4825	1779	3046	8a96acb92d37194fa15776405e710bc3591490e8
2016-12-06	4838	1781	3057	87a1a64b2d5fb830bd1ae1a9041d95de661a3f03
2016-12-09	4844	1781	3063	4969f5ad505f576ea5f43abf157e5ed179599f28
2016-12-11	4844	1781	3063	b58e67a31bedf0759ec6c53f2ab4aeed8a806918
2016-12-17	4852	1783	3069	4ef052546575e8fc11a71a445cdc6a6a5803c675
2016-12-20	4858	1784	3074	cf364140b58dc8f1caa9921ea15c88028b4839f9
2016-12-23	4865	1785	3080	aaf4e88164fb90fcdebb3fe2f6755861d27f4ef0
2016-12-27	4869	1786	3083	e52387a859f78d365e0c51367737e1913989dd04
2017-01-04	4881	1789	3092	fd9e2113f573fa8e25b82dcc5c95a1f702c76e45
2017-01-08	4888	1794	3094	df63fa9306d3e65f48080bb44da4ad7b55abeb59
2017-01-11	4894	1795	3099	8c1eaf0dd94977dabc0ccb452e9341eb32946474
2017-01-16	4904	1796	3108	e61b057c84475aafc2054a8b8aa393754c153ab3
2017-01-27	4919	1804	3115	1c6f5dbd6a2348113785764dbefe4ca820bfdf1c
2017-02-01	4919	1804	3115	17bb233900e427ca77973eff5b2f05d2d5df58db
2017-02-07	4932	1806	3126	d6bd6c7c843abef97b480641ee769420f9acc0d7
2017-02-10	4938	1807	3131	99809e665b722b65c23e1995d2fe4653c4455428
2017-02-15	4947	1810	3137	f5f2622421f00a0286c0e82ffc3764dffb0b6e06
2017-02-18	4952	1812	3140	e19c83ecb11dde488c435823bbc1c2ca78d4b7af
2017-02-18	4952	1812	3140	db3b82a4799c59e527d623f1dc4b95e0b13cab21
2017-02-21	4952	1812	3140	b2cfbd9f6cc75e38a0e4cb09b7f6211b1fb0ce1b
2017-02-23	4959	1815	3144	b294c2ba4c90ebbd1ca1c01efea9075605924569
2017-02-27	4967	1819	3148	f46c63df402cdea1d5c4e92dccf1e05dc7635975
2017-03-04	4984	1828	3156	85eba76cc290a838e51fcc959b65b26519a51736
2017-03-14	4999	1834	3165	6df120bd00dde1bce5e116c90bef4465641b83bb
2017-03-22	5017	1844	3173	41f9530dc9e86d8e94c63b834755ca8c5862d4b5
2017-04-05	5032	1851	3181	d12fc0551a605df0b6a970183d0076e7adbfbe39
2017-04-18	5039	1855	3184	2e8b97e72f6ecc93fda1e417d90b3a41364ea8af
2017-04-21	5050	1860	3190	322589b5480eb0769dbf0dfde74cee6dcc8bcfe4
2017-04-26	5069	1870	3199	4f432e3ee68192ecc22ee7eba4d81be2037e606a
2017-04-28	5076	1873	3203	5443735521203b8af0b53b1a3e5b4900f348f7cf
2017-05-02	5076	1873	3203	7982d2d0fe08c2383acce0cc44ed3291941238f1
2017-05-04	5089	1879	3210	52fb6257e8c03d0236c895537c1898b7eeec9847
2017-05-09	5098	1883	3215	0b35cdd23be469cb8a7f050600c453d29288be28
2017-05-15	5111	1885	3226	c133f3580c9ba874efad26c806f830ef6cc1e500
2017-05-18	5121	1888	3233	9f4b0a0b608487df0350032222645de122798edb
2017-05-22	5131	1891	3240	047bda8c91e9b3136f267635acd55daf695b7e31
2017-05-26	5140	1897	3243	60261aa3d57f886de939b104a7eec403e73cb81d
2017-06-06	5154	1902	3252	a911f3ffd951884e1a33e51f6c3b78e70becceb3
2017-06-15	5168	1909	3259	55d478e3775e2ac40c4d1a0f815d327b8f8039b4
2017-06-20	5180	1917	3263	7a2145d6cf7df9efcc363b56ef17231230da0ee3
2017-06-29	5191	1922	3269	a5e31167e269adc9f6122d5c5ed54ff13f3bde6c
2017-07-05	5191	1922	3269	0002a334f4cfa8669598d6624b39e6b92059b3ed
2017-07-08	5199	1927	3272	61ce1d87c739a84071cd71c29ea8191456545748
2017-07-12	5206	1931	3275	b28fd4a4be208dccd42437f5954c4bd505814579
2017-07-20	5221	1937	3284	ec0659e7e9e823879e8bf5874e88138c37eb5cc0
2017-07-31	5235	1944	3291	1df2d6bcf5744c473721ee525d0ccf40e218ee9a
2017-08-08	5246	1948	3298	e37c8d6d0c260717443999d29f57b19371c10578
2017-08-10	5252	1951	3301	63fb94e912f7078f9c5d4933401e584be0f0e774
2017-08-15	5263	1958	3305	bd5c6e5d2a60a6b3288472755731c45c73617faa
2017-08-21	5271	1963	3308	a1afb9e75fafdbe9be6a4718cd908584dab688c4
2017-09-01	5305	1976	3329	68a745e26dccc22903d59b3807c4d6b8132052a9
2017-09-05	5323	1976	3347	2abbb33c23c7a6c0a32eb6ff3e03b4036de21928
2017-09-09	5330	1979	3351	91b0e17a9446752e76ea52d298a763aaa7db6583
2017-09-16	5339	1984	3355	4a5484ed04b6624cf9293ea6a6c719e37c898377
2017-09-22	5348	1989	3359	11f0581be3b2537b2e12da2829f55bb4ccf66416
2017-10-04	5362	1997	3365	7c782221500cf70527f008a29a1ec7d2b8890bae
2017-10-09	5370	2003	3367	038cb6818e1dd153bf19b8cea62a1ac126afccfe
2017-10-21	5388	2010	3378	5ef4fe22853b4a8fa07587f16c2ebba9d11a9396
2017-10-29	5403	2019	3384	24385e9a76f49c60f1044c0ebcf816ae7bea328d
2017-11-02	5410	2025	3385	2763572a92a7fddde77019b4e798260d7d2cb3ee
2017-11-03	5417	2031	3386	acc3ebc24d22a548a3f15b7415f72e673f3f2dc4
2017-11-09	5428	2037	3391	17a49e76bfcc754afe0f6a28157acb4dd2d3fa9f
2017-11-11	5433	2037	3396	91a4785e9e64ec846bfa4a4d5d089157a9fb4531
2017-11-15	5433	2037	3396	8e5a8a21b5ed08831e1feb29193cc6d344bf127f
2017-11-18	5443	2043	3400	e5b26d35b6d1dd58414d7fa44683f36fe35d2d94
2017-11-21	5450	2046	3404	9094cdf8d6eff61f9cbc6809a669efdbb6358805
2017-11-24	5459	2052	3407	2f94019cb3435c858bc124835c0f7615f41979cb
2017-11-29	5472	2058	3414	d1be17304f7d74d4d62575448a36ed159abefaf4
2017-12-03	5480	2060	3420	b4fef70bad12954003a0bb2d09b02efeaef94f4e
2017-12-08	5493	2067	3426	2debb509ccfb2661ff654e974d9b8f76aa4eb37a
2017-12-15	5508	2072	3436	1279b3ecb50d4574dd34d717b74c2e42e04eedca
2017-12-21	5526	2084	3442	9fa4f086e15fee15dc628b2fc3749a791340aede
2017-12-28	5535	2087	3448	1888a210cab7214c26ef3f326514fad930d039cb
2018-01-08	5548	2091	3457	9ec523ea8c1b39955bb7681fe825a360336d1fca
2018-01-10	5556	2092	3464	f95cd9b4f2478d31ceb22570777f8233aa840b5e
2018-01-16	5568	2097	3471	4b8d2207034e677e2355783513206a4f6f9a0ab7
2018-01-18	5577	2104	3473	a2b6d5fdb9afc099d82cfaa4f40ddf82f80cad0c
2018-01-23	5581	2106	3475	860c29a72ce905861d64ac53b193c84c24de08ab
2018-01-24	5589	2110	3479	4f159afc410a9e5ec74e3db0fbc28fafad71b062
2018-01-26	5595	2112	3483	024feeced490b390109656b5bdfa17c11acdf5fd
2018-01-31	5595	2112	3483	e7ec37c9b1c70bb7ccb122d60b06bba3dcd021d7
2018-02-02	5601	2114	3487	ce00a0f8f002dfc2db474f589faa51c2bb1defa4
2018-02-06	5607	2118	3489	341d3cc5f1b82c3e32fcaec49b2383f761ec4353
2018-02-09	5624	2124	3500	05e55d7245d95b8b0101fbd2f725f26a0533a99c
2018-02-23	5642	2130	3512	8f103fbedc28aed455f7a6d479b2db058bf9a97b
2018-02-19	5655	2134	3521	85d122bc346c0cc3d514976f5efa2a1bcf17a458
2018-03-04	5666	2137	3529	f0a3724fe2b71406ed58e9bc69cb0f9c92b9d2ed
2018-03-22	5666	2137	3529	7fd0391a87bcf00ceb930547cba782e7c33254f5
2018-03-30	5666	2137	3529	cd579ff0729f020f1e56930db9bd7ad536348a24
2018-04-02	5666	2137	3529	474646e0809e33f4700b7c598faf364f3d18d39e
2018-04-02	5666	2137	3529	a78cbad0c2c7e80e4396e1528a7fd86462221c31
2018-04-04	5673	2139	3534	6562f058de2cea840bb654feee12dbde079d9baa
2018-04-08	5683	2141	3542	67b5ef8fdab1ae0195da85f655deb20475331778
2018-04-11	5690	2143	3547	d17bddfd15e11361046c418346764bb720d29872
2018-04-19	5700	2147	3553	71b8174fe7b649598d96aa4cb0a678865babcfe0
2018-04-24	5710	2152	3558	96e3069389bc94a3f7d0df9eec500fe6769fa6aa
2018-05-03	5710	2152	3558	fa83581bf8b4e10dd41947da4862d87796f446f0
2018-05-11	5727	2158	3569	1e5ce38f492d3c4810749d30360b5a8a8245c24b
2018-05-20	5742	2162	3580	8c4e25b29413787fd75bc411291f9f500b9b0d06
2018-05-25	5742	2162	3580	35dfe3a578b80182d1fbdeadfa0088b8a73c5f3a
2018-06-02	5752	2164	3588	c328ffc9fc87979e6ea3da0012151afcd4fba997
2018-06-06	5752	2164	3588	55400f29cccd0591e5e8791a33df2ed284bd8591
2018-06-10	5760	2166	3594	2c8f5d3336993919648026dd73ba5781955a0a3d
2018-06-15	5770	2168	3602	9c239fae20b4fec0f992629f14a734bd6425165b
2018-06-20	5779	2174	3605	bcdc13f886e9c30e2e4d8694c7167954f6b63c91
2018-06-25	5787	2179	3608	6f190e648542a8f260aa5cca992b75ef68292547
2018-07-02	5808	2186	3622	1e447c97c6367dfa799fca9c2a5e119b2403d281
2018-07-19	5833	2194	3639	cd42ba7c16b6b138c3a549f25cd6ffd519b29a64
2018-07-24	5848	2201	3647	e332318e6b863892cd82c2f4ed149327f2e4aa7b
2018-07-30	5856	2203	3653	8cace5715c502c58eca5802a76762474a41f1d6d
2018-08-01	5860	2204	3656	7fc8fa97f9c1ce3170baad033d55eda5e50885b0
2018-08-05	5864	2207	3657	b661f321506a502e4c8a80523b9c4428f79e7257
2018-08-08	5869	2212	3657	46c72543dd881fa89f92028c539dfb4858e39eed
2018-08-11	5874	2215	3659	1da7bb074c0a88f9816af83bfedc3efa986bd016
2018-08-14	5874	2215	3659	bfe290f6c087f9dd981959f5f4ac4dc3c926e523
2018-08-19	5885	2216	3669	f052a7eebddee141ca6e8743c5f14fe47879c81f
2018-08-26	5900	2220	3680	d33eb72397d42323cd5f41dd8634915310024f13
2018-09-04	5916	2226	3690	f53cb69baf6d824180331a3a295613bb10fe8d7c
2018-09-12	5927	2230	3697	eaf48a5c52b7316c006d4a527b477ca6c946c11c
2018-09-17	5939	2238	3701	3ab4f8c7919f7a944ef6a6070df288edad3abec7
2018-09-24	5952	2246	3706	60b9f5c84d1a8e6f0f0cf5a72861c597feb80874
2018-10-03	5973	2258	3715	d116971a2973216a3ca43e48bb9bbb7976dd9d1b
2018-10-05	5981	2262	3719	460fa0398c01f54aac93c90aba77cb59b29a41f4
2018-10-11	5991	2266	3725	abcf66c185aee718fce9ee380e2cf3068788956b
2018-10-18	6010	2273	3737	e02a5c9e60083eb7824a2df6a84fd5a47871f49e
2018-10-20	6013	2274	3739	9b88733de7c5620b4b44c221ebeac97ed8cbd4ee
2018-10-23	6013	2274	3739	f16f47ccd60365e057bd63120f6575a085b73a28
2018-10-26	6019	2277	3742	9cd1d9cb0fcba291ecfb1bb5899de7517e83f2bb
2018-10-28	6024	2278	3746	d95a5ff743e6381ab2b0b83bd5d47e88c88520e9
2018-10-31	6030	2280	3750	c093f421b9d90511d7583a2f8d7ae57f5148317e
2018-11-05	6040	2283	3757	9d62caf0f2c5b26632aefd6fffa1e4d703b7bf96
2018-11-11	6049	2283	3766	a336fbb460ee0f8896e3893190af7e874ed23ba3
2018-11-18	6061	2288	3773	af20876be864aa7701aaa2da13ed34b9bfda9a07
2018-11-23	6073	2293	3780	c870e9533b79bffb06f048299199f7db4f801be3
2018-11-28	6080	2296	3784	05cbc09f8f6043f54992420069c38c10fc317e04
2018-12-09	6099	2304	3795	ae7e9e9c70fd2742cfcb9ae2792f16aca742e22a
2018-12-19	6099	2304	3795	6f6990aa6d589d87de972660ee25b2c0b9b01717
2018-12-21	6104	2305	3799	a1e8f41b06c0e38000c88f159026cfebc39feb05
2018-12-21	6104	2305	3799	7abf51047e0435651b286d5849ee17df307d0df4
2019-01-02	6117	2308	3809	4c8ad75172953dd70c75da5f191a40481302f6fd
2019-01-13	6132	2313	3819	9d3d00c21c28204c30324e088d0753d74e3f9051
